candidate,feature,mean,std
light_fasta_material,n50_from_r1,0.06586981160169283,0.004935672039748839
light_fasta_material,num_contigs,0.06354561097260884,0.007133297739393274
light_fasta_material,delta_n50,0.05736721691243134,0.0057832878633632
light_fasta_material,delta_total_length,0.05340931089838293,0.006383659414058201
light_fasta_material,delta_total_length_trend,0.04182581217702569,0.003293667772277032
light_fasta_material,delta_n50_trend,0.03604124273014072,0.005329817940764898
light_fasta_material,missingindicator_delta_gc_trend,0.024325233310442933,0.003597328573354694
light_fasta_material,missingindicator_delta_total_length_trend,0.02404390325130154,0.0030640409143466896
light_fasta_material,missingindicator_delta_n50_trend,0.022995870978942342,0.004775094382023613
light_fasta_material,missingindicator_delta_num_contigs_trend,0.02248182708179509,0.003184555721185375
light_fasta_material,missingindicator_delta_total_length,0.014004979335820983,0.00310163549687629
light_fasta_material,missingindicator_delta_gc,0.013706191243268651,0.0026426718213797993
light_fasta_material,missingindicator_delta_num_contigs,0.013308925213992092,0.002460559961622651
light_fasta_material,missingindicator_delta_n50,0.013226090417870498,0.0021837944881661236
light_fasta_material,gc_from_r1,0.007864473694975093,0.0024384183877652096
light_fasta_material,delta_gc,0.005952165047034682,0.0017523451942897553
light_fasta_material,delta_gc_trend,0.004859326733722712,0.0017628657650178136
light_fasta_material,num_contigs_from_r1,0.0005625703615193522,0.00019881081876030167
light_fasta_material,delta_num_contigs,0.0002614493330769514,0.00029018701520220805
light_fasta_material,delta_num_contigs_trend,0.00020158874841035867,0.0001123733776455168
quality_causal_material,raw_total_bp,0.034426364258409295,0.00886899536647547
quality_causal_material,mean_edge_coverage,0.03397118166516039,0.00743626997918264
quality_causal_material,overlap_based_coverage,0.0330264245060852,0.0049087076553567975
quality_causal_material,ai_mean_cov,0.03236561463844324,0.01062854038691952
quality_causal_material,asm_mean_coverage,0.032043766324685606,0.010943804636823616
quality_causal_material,ai_median_cov,0.02962377428295355,0.008815707946242927
quality_causal_material,ovlp_div_initial,0.02818489868675329,0.009177917268133625
quality_causal_material,asm_frag_N50,0.02725202402742908,0.01132468302327935
quality_causal_material,n50,0.02721173395972724,0.007722477169567426
quality_causal_material,ovlp_median_div_first,0.02717271681147243,0.007371900846347212
quality_causal_material,total_length,0.02659282980607828,0.004862722132762218
quality_causal_material,asm_largest_frag,0.02641689997842766,0.010297419947352093
quality_causal_material,ai_total_bp,0.025096916040484925,0.006333729880562901
quality_causal_material,asm_total_length,0.025031455923839607,0.006438455816285821
quality_causal_material,coverage_est,0.0240738644858787,0.008806016571557808
quality_causal_material,delta_qv_trend,0.022799345825686948,0.007275718276505165
quality_causal_material,assembly_frac,0.02229952333608374,0.004808636839147683
quality_causal_material,assembly_quality,0.021079153349859082,0.0028733875750056037
